,FCLTY_NM,ITEM_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,TEL_NO,COURSE_NM,x,y
11876,리햅필라테스,필라테스,세종,세종시,세종특별자치시 한누리대로 2007,206호(소담동),,필라테스,127.3009263,36.48518701
11877,달려라 휘트니스,헬스,광주,북구,광주광역시 북구 양산제로 77,2층(연제동),625747901,헬스 1개월,126.8687751,35.20135282
11878,트라이핏,헬스,대구,동구,대구광역시 동구 동촌로 127,지하2층 트라이핏(검사동),,운동 기본지도,128.6556596,35.88617331
11879,피트니스포에버,필라테스,서울,양천구,서울특별시 양천구 오목로 279,현대프라자 지하101호(목동),226551778,그룹필라테스 1개월 8회 이용권,126.8683926,37.52592854
11880,용인대 바른 태권도장,태권도,경기,포천시,경기도 포천시 소흘읍 송선로 60,단지내 상가 4층 용인대 바른 태권도장(포천송우 서희 스타힐스),315410328,태권도,127.1458677,37.83773805
11881,UMK축구교실,축구(풋살),경기,남양주시,경기도 남양주시 불암로109번길 4-18,"2층,201호~202호(별내동)",,UMK축구교실(초등 고학년 축구반),127.1119075,37.65129037
11882,혜성합기도본관,합기도,경기,군포시,경기도 군포시 송부로 76,401호(도마교동),,혜성합기도격투기,126.9222361,37.316647
11884,명지배움유도관,유도,부산,강서구,부산광역시 강서구 명지국제6로242번길 15,4층 403호(명지동),512716560,어린이유도교실 및 체력단련 유도수업,128.9245929,35.09725275
11885,신영태비태권도,태권도,전북,전주시,전라북도 전주시 완산구 소대배기로 32,3층 301호 신영태비태권도(평화동2가),632260201,태권도,127.1335069,35.78671703
11886,케이화랑 킥복싱,기타종목,경남,김해시,경상남도 김해시 분성로727번길 11,4층 케이화랑킥복싱(지내동),553323331,킥복싱,128.9224295,35.23155373
11888,피트밀리짐,헬스,대구,달서구,대구광역시 달서구 월곡로 330,5층. 피트밀리짐(상인동),536363330,헬스,128.5344037,35.82212104
11889,필라테스숲,필라테스,인천,강화군,인천광역시 강화군 강화읍 관청길 1,301호,,기구필라테스,126.4896211,37.74806787
11890,점프윙스줄넘기클럽장전점,기타종목,부산,금정구,부산광역시 금정구 금강로 194,1층 점프윙스줄넘기클럽(장전동),,점프윙스줄넘기클럽장전점,129.0825067,35.22576748
11891,파라에스트라순천,주짓수,전남,순천시,전라남도 순천시 왕지1길 9,2층(왕지동),,주짓수,127.5230762,34.97088993
11892,플레이테니스아카데미,테니스,경기,화성시,경기도 화성시 동탄순환대로 127-9,802호 플레이테니스아카데미(산척동),,테니스수업,127.1072807,37.16655332
11893,온리스포츠배드민턴센터,배드민턴,울산,북구,울산광역시 북구 약수4길 20,온리스포츠배드민턴센터(중산동),,유소년 배드민턴,129.3473255,35.64859208
11894,감일퍼스트태권도,태권도,경기,하남시,경기도 하남시 감일백제로 105,신성메디프라자 4층 퍼스트태권도(감이동),24722979,감일퍼스트태권도,127.1612303,37.50467878
11895,용인대아이러브태권도장,태권도,인천,서구,인천광역시 서구 염곡로 387,3층 용인대아이러브태권도장(신현동),325711114,용인대아이러브태권도,126.6686841,37.51921475
11896,화성에스에프씨(sfc)축구클럽,기타종목,경기,화성시,경기도 화성시 융건로 76-4,sfc축구클럽(배양동),312357588,생활체육반,126.9872866,37.21791527
11897,엠제이 뉴스포츠 성균관체육교습소,기타종목,충남,태안군,충청남도 태안군 태안읍 동문3길 17,2층,416731224,뉴스포츠,126.3041581,36.74853698
11898,웰 휘트니스 24H 계대정문점,헬스,대구,달서구,대구광역시 달서구 호산동로 187,5층 웰 휘트니스 24H 계대정문점(호산동),7081969665,개인피티 2회(회당50분),128.4855486,35.85193671
11899,엘마루댄스,댄스(줌바 등),경기,이천시,경기도 이천시 증신로291번길 69,2층 205호(송정동),,취미반방송댄스,127.4366366,37.29630882
11900,팀관동,헬스,강원,강릉시,강원도 강릉시 범일로 656,2층(내곡동),336435625,회복운동,128.8842619,37.74467745
11901,벡호축구클럽,축구(풋살),부산,북구,부산광역시 북구 만덕2로44번길 72,106동 B01호(만덕동),,축구,129.0338916,35.21088783
11902,춘천유도스쿨,유도,강원,춘천시,강원도 춘천시 공지로 242,강원도 춘천시 효자동 287-6번지(효자동),332639997,유도(100.000원),127.7372533,37.8639982
11903,유나이티드미르태권도장,태권도,경기,이천시,경기도 이천시 안흥로 70,세도빌딩2층 202호(갈산동),316385353,태권도 교육,127.4553125,37.2840939
11904,용인대 궁내 태권도,태권도,경기,군포시,경기도 군포시 번영로 405,가야아파트 종합상가 2층(산본동),313938884,태권도,126.92508,37.35184907
11905,파파풋볼클럽,축구(풋살),경기,김포시,경기도 김포시 양촌읍 석모로 103,파파풋볼클럽,,축구,126.6394337,37.65156348
11907,플로우풋볼아카데미,축구(풋살),충북,청주시,충청북도 청주시 청원구 상리로 20,플로우풋볼아카데미(율량동),,축구 육성반,127.5129891,36.66406135
11909,합기도백인관손태윤스쿨,합기도,대구,동구,대구광역시 동구 금강로 3,5층 합기도백인관손태윤스쿨(신서동),539618582,합기도,128.7244392,35.86750361
11910,비엔알(B&R)휘트니스,헬스,경기,부천시,경기도 부천시 조마루로 387,4층 비앤알휘트니스(원미동),326656989,헬스 + 기구사용지도2회(PT30분),126.7869703,37.49805111
11911,의천관선무도장,합기도,강원,원주시,강원도 원주시 늘품로 6,"청솔1차상가 1층 의천관선무도장(단구동, 청솔1차아파트)",,극진가라데,127.9505263,37.32052577
11912,보성피트니스센터,헬스,전남,보성군,전라남도 보성군 보성읍 흥성로 2543-20,보성피트니스센터,,PT/웨이트트레이닝,127.0897943,34.76722645
11913,테이크짐,헬스,제주,제주시,제주특별자치도 제주시 노연로 43,3층 테이크짐(노형동),,헬스 1개월,126.4846867,33.48623879
11914,비원트레이닝 만촌,크로스핏,대구,수성구,대구광역시 수성구 교학로 12,지하 비원트레이닝(만촌동),,크로스핏,128.652395,35.85424376
11915,에이스실내테니스연습장,테니스,대전,서구,대전광역시 서구 둔산남로180번길 15,(탄방동) 에이스,,테니스 레슨,127.3976025,36.34821596
11916,산야요가,요가,경기,의정부시,경기도 의정부시 용민로92번길 20,4층(용현동),,요가,127.0880452,37.73728137
11917,구리 스케이트보드스쿨,기타종목,경기,구리시,경기도 구리시 이문안로129번길 12-7,지하1층(수택동),,스케이트보드스쿨,127.1462247,37.59193807
11918,나라찬태권도장 장평관,태권도,경남,거제시,경상남도 거제시 장평1로 129,포레나아파트 상가동 2층 201호 나라찬태권도장 장평관(장평동),556362227,태권도,128.6065377,34.89203948
11919,대한검도회 오도관,검도,대구,달서구,대구광역시 달서구 장기로 199,지하 검도장(본리동),535235580,실력향상 검도,128.5385829,35.84334922
11920,퍼스트태권도&점핑클럽,태권도,경기,의정부시,경기도 의정부시 경의로 129,2층 좌측 태권도(의정부동),318400088,강현태,127.0500214,37.73329027
11922,동읍점핑다이어트,기타종목,경남,창원시,경상남도 창원시 의창구 동읍 동읍로 8,2층,552937577,점핑운동 한달(점핑+반신욕+쉐이크),128.6846955,35.27809289
11923,아몬드짐,헬스,대구,남구,대구광역시 남구 대봉로 36,2층(봉덕동),,30days book,128.6043844,35.84187962
11924,김용구해동검도,검도,경남,밀양시,경상남도 밀양시 미리벌중앙로 32,2층(삼문동),553543330,김용구해동검도,128.7510778,35.48118369
11925,정도관(실내체육시설 ),기타종목,부산,동구,부산광역시 동구 수정중로 34,1층 정도관(수정동),514695881,킥복싱 ㆍ호신술(합기도) ㆍ실내체육,129.0452161,35.13108002
11927,주식회사 닥터메포츠,헬스,부산,연제구,부산광역시 연제구 거제시장로 42,주식회사 닥터메포츠(거제동),518510700,헬스,129.070886,35.18312453
11928,주식회사 휴메이크휘트니스,헬스,제주,제주시,제주특별자치도 제주시 연삼로 411,2층 휴메이크휘트니스 이도점(이도이동),647572179,헬스장 1개월이용권,126.5350154,33.49606786
11929,국가대표 강호체육관,태권도,강원,강릉시,강원특별자치도 강릉시 주문진읍 해안1길 14,2층,336469050,태권도,128.8267283,37.88536872
11930,석사세계태권도장,태권도,충남,예산군,충청남도 예산군 예산읍 창신로 49,성도상가 3층 석사세계태권도장,413340998,태권도,126.8375705,36.72304437
11931,선호태권도장,태권도,경기,수원시,경기도 수원시 영통구 영통로 505,5층 선호태권도장(영통동),,선호태권도,127.0775763,37.26385531
11932,더원태권도,태권도,광주,남구,광주광역시 남구 효천2로 28,303호 더원태권도(임암동),,더원태권도,126.8734555,35.10204414
11934,대구정심종합무술관,합기도,경북,경산시,경상북도 경산시 진량읍 봉황길 41,지층 101호,538517179,특공무술 합기도줄넘기유아체육(4세~성인),128.8224569,35.88448879
11935,엘점핑피트니스,기타종목,서울,강동구,서울특별시 강동구 천호대로168가길 59,지하1층(성내동),,점핑피트니스,127.1289083,37.53568809
11936,제이엠멀티짐&재미짐유아체육,기타종목,울산,동구,울산광역시 동구 월봉10길 100,"상가 2층(방어동, 송정타워맨션A)",,JM멀티GYM&amp;재미짐유아체육,129.4180126,35.48918445
11937,앤더스필라테스 산곡점,필라테스,인천,부평구,인천광역시 부평구 원적로 434,"앤더스필라테스 산곡점, (4층)(산곡동)",325253774,필라테스 개인+그룹 회원권(체형교정/다이어트/재활운동/산전산후/거북목),126.7146091,37.50332115
11938,제천복싱체육관,복싱,충북,제천시,충청북도 제천시 신죽하로 140,고암카센타2층(고암동),,복싱,128.215443,37.16087998
11939,경희대 하늘 태권도장,태권도,경기,고양시,경기도 고양시 일산동구 중산로 105,401(중산동),319767676,태권도교육,126.7813259,37.68139727
11940,다부진 합기도,합기도,경북,영천시,경상북도 영천시 상록2길 7,2층(야사동),543313420,다부진합기도,128.9429417,35.97337464
11941,카이안복싱(주례짐),복싱,부산,사상구,부산광역시 사상구 가야대로 337,3층 카이안복싱(주례동),513117900,복싱수업,129.0098603,35.15142692
11942,국가대표태권도 예가,태권도,전북,전주시,전라북도 전주시 덕진구 기지로 82,대방빌동 5층 502호 국가대표태권도 예가(중동),,태권도,127.0609122,35.83804219
11943,한무태권도장,태권도,강원,철원군,강원도 철원군 갈말읍 명성로139번길 12,201호 한무태권도장,334525621,태권도교육,127.3067142,38.14423957
11944,마송용인대유도멀티짐,유도,경기,김포시,경기도 김포시 통진읍 서암로 144,우리마트2층,,유도,126.6021852,37.6974782
11945,미리내태권도체육관,태권도,경북,포항시,경상북도 포항시 남구 연일읍 원서길118번길 16-2,미리내태권도체육관,542857300,태권도,129.3309798,35.98877989
11946,서대문복싱클럽,복싱,서울,서대문구,서울특별시 서대문구 통일로 189-1,4층(영천동),23127989,복싱,126.9618663,37.57034953
11947,링크 주짓수,기타종목,경기,시흥시,경기도 시흥시 진말로3번길 16,2층 202호(장곡동),,주짓수,126.7836588,37.37789254
11948,보라카이짐 한대역점,헬스,경기,안산시,경기도 안산시 상록구 광덕1로 382,덕성프라자 3층 보라카이짐(이동),,헬스 1개월,126.8520276,37.30826169
11950,부영 화성경희 태권도,태권도,경기,화성시,경기도 화성시 향남읍 상신하길로 295,상가동 2층 201호(서봉마을 사랑으로 부영6단지아파트),3180596001,태권도,126.9083603,37.11605426
11951,신기 합기도태권도,합기도,인천,미추홀구,인천광역시 남구 인하로 233,주안3동1420-57 4층(주안동),328767882,"호신술,낙법,발차기,무기술",126.6740228,37.44858272
11954,효성합기도 킥복싱 체육관,합기도,인천,계양구,인천광역시 계양구 새벌로112번길 23,(효성동) 201호,325474714,"합기도,킥복싱, 로드FC MMA",126.719278,37.52695892
11956,소답힐링탁구교실,탁구,경남,창원시,경상남도 창원시 의창구 읍성로 102,2층소답힐링탁구교실(소답동),,탁구,128.6283247,35.26387416
11957,와라와라당구클럽,기타종목,울산,북구,울산광역시 북구 신답로 40,3층(상안동),522977989,당구 기초.자세,129.3436442,35.62920504
11958,가가홀스 농업회사법인 주식회사,승마,경남,의령군,경상남도 의령군 의령읍 남강로 385-1,가가홀스농업회사법인주식회사,,승마 기초 교육,128.2873961,35.2901445
11959,순천유도스포츠클럽,유도,전남,순천시,전라남도 순천시 팔마로 333,(연향동) 팔마유도트레이닝센터,617416222,순천유도스포츠클럽,127.5207066,34.93964829
11960,대구공공시설관리공단 대덕승마장,승마,대구,달서구,대구광역시 달서구 앞산순환로 206,대덕승마장(승마힐링센터)(송현동),536641502,재활승마,128.5539353,35.82197767
