,FCLTY_NM,ITEM_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,TEL_NO,COURSE_NM,x,y
179,MMK태권도마샬아츠,태권도,광주,광산구,광주광역시 광산구 수등로 275,5층(신가동),629540153,초등부(주 4회),126.83902,35.18539694
180,동양체육관,복싱,대전,중구,대전광역시 중구 보문산로171번길 40-6,동양체육관(문화동),425837330,킥복싱다이어트,127.3993644,36.30749009
181,한울태권도장,태권도,충남,아산시,충청남도 아산시 배방읍 호서로 458,상가동 2층 211호(배방자이1차아파트)(배방자이1차아파트),415341236,태권도,127.0817425,36.77040515
182,케이레슬링MMA체육관청주개신점,기타종목,충북,청주시,충청북도 청주시 서원구 복대로 11,403 케이레슬링(개신동),7075858138,레슬링 수업,127.4459255,36.61823542
183,경희대 호림태권도장,태권도,경기,광명시,경기도 광명시 철산로 45,경기도 광명시 철산로 45(철산동),226888141,태권도,126.8710773,37.47741471
184,무진태권도,태권도,경기,시흥시,경기도 시흥시 은행로 86,(은행동) 경동프라자 5층 504호,,태권도,126.7971431,37.43926247
185,우리아이태권도,태권도,대전,유성구,대전광역시 유성구 송림로 44,3층 1호 우리아이태권도(하기동),428251355,우리아이태권도,127.3226073,36.38733653
186,현대검도관,검도,충북,청주시,충청북도 청주시 상당구 수영로 299,4층 현대검도관(용담동),,검도,127.5062849,36.63120562
187,포천홍익태권도체육관,태권도,경기,포천시,경기도 포천시 소흘읍 검바위길 84,상가2층1호(포천상운아파트),315425822,태권도,127.1479243,37.81978728
188,비바(viva)유도,유도,강원,삼척시,강원도 삼척시 척주로 9,지하1층(남양동),335729221,유도,129.1649394,37.44421201
189,석사경희대태권도,태권도,서울,용산구,서울 용산구 산천동 원효로 51,삼성테마트상가 4층,27176662,태권도,126.9500703,37.53386336
190,호반효태권도,태권도,전남,목포시,전라남도 목포시 용당로331번길 88,"상가동3층 호반효태권도(용해동, 호반리젠시빌스위트)",612739581,태권도.음악줄넘기.스피드스텍스,126.3948126,34.8152177
191,한명지무용학원,무용(발레 등),경북,칠곡군,경상북도 칠곡군 석적읍 석적로 955-9,3층,549772333,무용수업,128.3930825,36.07492477
192,한라합기도,합기도,경기,오산시,경기도 오산시 발안로 1364,한라상가 2층(누읍동),313777273,합기도 수련,127.0481816,37.14180702
193,차오름태권도장,태권도,경남,진주시,경상남도 진주시 모덕로 100,2층(상대동),,태권도 품새 겨루기 체형관리,128.1086198,35.18236723
194,국가대표 어울림 태권도,태권도,부산,기장군,부산광역시 기장군 정관읍 가동3로 10-2,세진프라자3층 어울림태권도,517273289,태권도 수업,129.1796938,35.32845176
195,라텔옐로우주짓수아카데미,기타종목,서울,양천구,서울특별시 양천구 신목로2길 54,3층(목동),220681646,주짓수,126.8772837,37.52263017
196,메이드FC 스포츠아카데미,축구(풋살),대구,북구,대구광역시 북구 연경지묘로 2,7층 퍼스트스킬 스포츠아카데미 연경점(연경동),539390800,축구 주 3회,128.6153275,35.94219797
197,지티에스스포츠,기타종목,경기,고양시,경기도 고양시 덕양구 신원로 40-46,삼송원프라자4층(신원동),23815587,어린이스포츠교실,126.8894081,37.66398166
198,비호합기도체육관,합기도,경기,남양주시,경기도 남양주시 오남읍 양지로281번길 18,2층 비호합기도,315741455,비호합기도체육관,127.191764,37.69900601
199,점핑다이어트,기타종목,서울,동작구,서울특별시 동작구 양녕로 272,3층 점핑다이어트(상도1동),,점핑,126.9492898,37.5037124
200,보령시승마훈련원,승마,충남,보령시,충청남도 보령시 절골길 36,요암동(요암동),,승마교실,126.5451062,36.32645722
201,아이드림운동발달연구소,축구(풋살),전북,군산시,전라북도 군산시 대학로 342,(나운동) 지하1층,634651774,운동교실,126.6930333,35.96353504
202,크로스핏인,기타종목,광주,남구,광주광역시 남구 서문대로701번길 21,"상가동B1 크로스핏인(진월동, 진월2차 한신아파트)",,크로스핏,126.8964356,35.12107054
203,정다운탁구아지트,탁구,울산,남구,울산광역시 남구 옥현로46번길 3,5층(무거동),,탁구 기초레슨,129.2613999,35.54061888
204,코오롱글로볼(주) 스포렉스,볼링,서울,영등포구,서울특별시 영등포구 영중로 15,타임스퀘어 5층(영등포동4가),226382800,볼링과 함께 스트레스 날리자 !,126.903716,37.51723326
205,동인재검도관,검도,서울,영등포구,서울특별시 영등포구 영등포로3길 7,삼성래미안 아파트 상가내 대한검도회 검도장 동인재(양평동2가),236670011,검도 기초에서 고급반까지,126.8831309,37.52420538
206,강호태권도장,태권도,서울,관악구,서울특별시 관악구 미성8길 1,3층 (신림동),28571171,태권도,126.9134823,37.4742583
207,태사랑태권도,태권도,서울,영등포구,서울 영등포구 문래북로 24 (문래동6가),유원아파트 상가,,태권도,126.8879329,37.52117213
208,국가대표 태랑태권도장,태권도,서울,영등포구,서울특별시 영등포구 버드나루로 135,6층 국가대표태랑태권도(당산동),226778855,줄넘기,126.9070925,37.53016723
209,레인보우태권도장,태권도,경기,안산시,경기도 안산시 단원구 예술대학로 82,304호(고잔동),314135224,태권도&amp;줄넘기,126.8376691,37.32429712
210,용인대타이곤태권도장,태권도,경기,용인시,경기도 용인시 수지구 푸른솔로 45,2층 용인대타이곤태권도(죽전동),,태권도,127.1153306,37.32503615
211,엠티에이(MTA)태권도,태권도,전남,영암군,전라남도 영암군 삼호읍 대불주거로 55-1,3층,614613579,태권도,126.4657218,34.7463662
212,무덕검도관,검도,경기,성남시,경기도 성남시 분당구 미금로 63,상가내 지하1호 무덕검도관(구미동),317169553,3일반,127.1141248,37.33940823
213,계명대마루태권도장,태권도,대구,북구,대구광역시 북구 매전로 14,화성빌딩5층 계명대마루태권도장(매천동),533227778,계명대마루태권도장,128.5435775,35.90849519
214,발레놀이터 무용학원,무용(발레 등),서울,강동구,서울특별시 강동구 아리수로93길 33,베스트프라자 8층(강일동),24269918,중고등발레,127.1735394,37.56589481
215,명도태권스쿨,태권도,충북,청주시,충청북도 청주시 서원구 예체로29번길 17,2층 명도태권스쿨(개신동),432685339,명도태권스쿨 유소년 스포츠,127.4677439,36.62866239
216,용당검도관,검도,전남,순천시,전라남도 순천시 삼산로 117,3층 용당검도관(용당동),617519922,용당검도관,127.4951024,34.97434293
218,한양대검도킥복싱(상암블랙샤크멀티짐),복싱,서울,마포구,서울특별시 마포구 상암산로1길 69,상암프라자 지하 1층 상암블랙샤크멀티짐(상암동),23076338,복싱 킥복싱 종합격투기,126.8834599,37.58014378
219,리바디요가&필라테스,필라테스,경기,고양시,경기도 고양시 일산동구 중앙로1275번길 38-10,"11층 1105호(장항동, 우림로데오스위트)",319077740,요가&amp;필라테스,126.7708926,37.65991445
221,예랑도장,합기도,서울,동작구,서울특별시 동작구 신대방1가길 38,"106동 304호 합기도검도 예랑도장(신대방동, 동작상떼빌아파트)",28420610,합기도 해동검도,126.9069396,37.487901
222,이소영탁구교실,탁구,서울,동작구,서울특별시 동작구 상도로15길 98,B1 이소영탁구교실(상도동),28147110,탁구개인레슨,126.936168,37.50427475
223,포임스포츠클럽,스쿼시,서울,영등포구,서울특별시 영등포구 대림로 152,B1 포임스포츠(대림동),,스쿼시 - 3개월,126.9004645,37.49454749
224,영 요가+명상,요가,전북,익산시,전라북도 익산시 서동로 140,2층 2호(마동),,명상요가,126.9665049,35.93551872
225,오터클라이밍 OTTER CLIMBING,기타종목,부산,사하구,부산광역시 사하구 낙동대로 498,초이스타워 2층 오터클라이밍(하단동),7077475158,클라이밍 가자가자,128.9671593,35.10884037
226,여유필라테스,필라테스,광주,서구,광주광역시 서구 화정로 156,1층 여유필라테스(화정동),7047926530,기구그룹레슨 4회권,126.8744923,35.1451883
227,필라테스家,필라테스,경기,시흥시,경기도 시흥시 배곧4로 32-9,5층 킴스요가필라테스 배곧1호점(정왕동),314994785,필라테스 4:1그룹레슨,126.7271579,37.37674123
228,엘리트 스포츠 아카데미,기타종목,충북,청주시,충청북도 청주시 서원구 성봉로220번길 94,2층(개신동),432686691,육상 교실,127.4527973,36.62267471
229,동작구청(사당문화회관),헬스,서울,동작구,서울 동작구,노량진동 47-2,25884111,청소년헬스(김*영5235),126.9393151,37.51248204
231,롤러몬스터,롤러인라인,경기,양주시,경기도 양주시 회천남로 76,한덕타워 9층(옥정동),318672084,롤러스케이트 4회 강습권,127.0940531,37.81855299
232,신청룡체육관,태권도,서울,영등포구,영등포구 신길6동 4651-6 (신길동),,28359666,태권도  및 김수열음악줄넘기,126.909431,37.49825118
233,용인대 올림픽 유도관,유도,서울,영등포구,서울 영등포구 신길4동 가마산로 501,3층  용인대 올림픽 유도관,28464290,유도,126.9122027,37.50565449
234,명무대 검도관,검도,서울,동작구,서울특별시 동작구 상도로 338,4층(상도동),28136878,검도,126.951678,37.49807283
235,혁무태권클럽,태권도,서울,동작구,서울특별시 동작구 사당로16마길 2,2층 혁무태권클럽(사당동),,태권도교실,126.9722325,37.48179293
236,활인합기도,합기도,서울,영등포구,서울특별시 영등포구 도신로4길 11,2층 활인합기도(대림동),28486286,합기도(주5일),126.896004,37.502508
237,경희대전민체육관,태권도,대전,유성구,대전 유성구 전민동,339-1,428627733,경희대전민태권도A,127.4003772,36.39997291
238,경희대태권도,태권도,서울,영등포구,서울 영등포구 대림동,605-27호 4층 경희대태권도,28347797,경희대 태권스쿨,126.9020063,37.49250872
239,동광태권도,태권도,서울,동작구,서울 동작구 사당동,316-26,25887227,태권도,126.9731357,37.48393267
240,국심검도관(대무관),검도,서울,강북구,서울특별시 강북구 월계로13길 7,B1(미아동),29888844,검도수업,127.0345273,37.61166987
241,늘푸른태권스쿨,태권도,서울,영등포구,서울특별시 영등포구 디지털로 402,"대림동,선훈빌딩2층(대림동)",28421342,태권도.검도.마샬아츠,126.9034706,37.49240793
242,용인대 인성 태권도장,태권도,서울,영등포구,서울 영등포구 도림로 274,,28433311,태권도,126.9045173,37.50249969
243,용인대탑태권도,태권도,서울,동작구,서울특별시 동작구 흑석한강로 2,상가 402 (흑석동),28226888,태권도,126.9665166,37.50659905
244,경희대효태권도,태권도,서울,영등포구,서울특별시 영등포구 도신로29길 15,3층 경희대 효 태권도(도림동),28240000,태권도,126.9044886,37.50978565
245,륜태권도,태권도,서울,동작구,서울특별시 동작구 장승배기로 119,삼거리빌딩 4층 401호,28120333,태권도,126.9398861,37.50826933
246,가천대상도태권도장,태권도,서울,동작구,서울특별시 동작구 흑석로 11,2층(상도1동),28212221,태권도,126.9519015,37.50498914
247,용인대영웅태권도장,태권도,서울,영등포구,서울특별시 영등포구 대림2동,3층 영웅태권도 (대림동),,태권도,126.8982563,37.49275423
248,단국대영웅태권도,태권도,서울,동작구,서울특별시 동작구 사당로23바길 9,"래미안상가 409호 단국대 영웅 태권도(사당동, 동작삼성래미안아파트)",,"태권도 수련, 인성교육, 음악줄넘기, 학교체육",126.9691902,37.48960968
249,도림금강태권도장,태권도,서울,영등포구,서울특별시 영등포구 도영로 66,"아트자이 아파트 단지상가2층(도림동, 영등포아트자이아파트)",,태권도,126.9001766,37.51039494
250,국가대표넘버원태권도,태권도,서울,동작구,서울특별시 동작구 만양로 26,"218호(상도동, 건영아파트)",28145187,"태권도,줄넘기",126.9495479,37.50762648
251,MTA 미래태권도장,태권도,서울,구로구,서울특별시 구로구 중앙로 64,고척프라자 2층  MTA미래태권도(고척동),226885626,태권도,126.8628336,37.50379925
252,한국파워점핑 줄넘기클럽,줄넘기,경기,용인시,경기도 용인시 처인구 명지로40번길 13,연세프라자 503호(역북동),315266454,줄넘기(주5회),127.1868966,37.2323506
253,장한태권도,태권도,광주,광산구,광주광역시 광산구 송정로65번길 16-24,장한태권도(송정동),629434550,태권도 기본과정,126.7990306,35.13456713
254,전주복싱사관학교,복싱,전북,전주시,전라북도 전주시 완산구 효자천변2길 13,상산빌딩 2층 복싱장(효자동1가),,복싱사관학교 1개월 회원권,127.1141815,35.80488415
255,팀케이복싱,복싱,충북,진천군,충청북도 진천군 덕산읍 대하로 133,"지플레이스건물 4층 401, 402호",,키즈복싱고학년부,127.5341725,36.90292563
256,마동검도관,검도,전남,광양시,전라남도 광양시 사동로 190,3층 마동검도관(마동),619131231,마동검도관,127.6909365,34.95452485
