,BASE_YEAR,ALSFC_CTPRVN_NM,ALSFC_SIGNGU_NM,SCHUL_TY_NM,SCHUL_NM,OPN_PD,ARBY_COT_CO_VALUE,ALSFC_ADDR,OPER_ITEM_CN,OPER_TIME_CN,SHWERRM_CO,TOILET_CO,LOCKERRM_CO,x,y
853,2021,대전광역시,중구,고등학교,대전동산고등학교,20210401~20211231,1.532㎥ /16개 코트,대전광역시 중구 문화로 183(문화동),탁구,월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00,0,0,0,127.4044918,36.31611842
854,2021,대전광역시,서구,중학교,대전서중학교,20210401~20211231,1185㎥ /1개 코트,"대전광역시 서구 동서대로997번길 57, 대전서중학교(괴정동)",기타종목,월요일:10:00~18:00 화요일:15:00~20:00  수요일:15:00~21:30  목요일:15:00~21:30  금요일:15:00~21:30  토요일:09:00~20:00,1,1,0,127.374561,36.3364274
855,2021,경상북도,성주군,초등학교,아주s&t(장기초),20210401~20211231,0㎥ /2개 코트,"경상북도 성주군 성주읍 성주산업단지로 72, 아주st",기타종목,월요일:00:00~00:00 화요일:00:00~00:00  수요일:00:00~    토요일:13:00~19:00  일요일:10:00~16:00,0,0,0,128.2904535,35.93455309
856,2021,전라남도,광양시,초등학교,광양서초등학교(광양시체육회 대체체육시설),20210601~20211231,132.8㎥ /3개 코트,전라남도 광양시 광양읍 서천변로 111,"족구,배구,탁구",월요일:15:30~22:00 화요일:15:30~22:00  수요일:15:30~22:00  목요일:15:30~22:00  금요일:15:30~22:00  토요일:13:00~17:00,1,1,1,127.5734949,34.97437063
857,2021,전라남도,광양시,초등학교,광양마로초등학교(중등근린공원 대체시설),20210601~20211231,88004㎥ /11개 코트,"전라남도 광양시 광장로 37, 중동근린공원 (중동)","풋살,피구,배구,배드민턴",월요일:15:30~22:00 화요일:15:30~22:00  수요일:15:30~22:00  목요일:15:30~22:00  금요일:15:30~22:00  토요일:13:00~17:00,1,2,1,127.6914483,34.93546618
858,2021,전라남도,광양시,중학교,광양중학교(국민체육센터 대체시설),20210601~20211231,2275㎥ /4개 코트,"전라남도 광양시 봉강면 매천로 695-9, 국민체육센터","농구,배구,배드민턴",월요일:15:00~21:30 화요일:15:00~21:30  수요일:15:00~21:30  목요일:15:00~21:30  금요일:15:00~21:30  토요일:13:00~17:00,1,2,1,127.5737443,34.98237606
861,2021,충청남도,예산군,초등학교,신례원초등학교,20210701~20211231,10000㎥ /8개 코트,"충청남도 예산군 예산읍 신례원로 179, 1","배드민턴,탁구",월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00,2,2,2,126.8429758,36.7253367
866,2021,경상남도,양산시,초등학교,어곡초등학교,20210301~20211231,123㎥ /1개 코트,"경상남도 양산시 두전길 30-19, 어곡초등학교(어곡동)",인라인스케이트,월요일:17:00~20:00 화요일:17:00~20:00  수요일:17:00~20:00  목요일:17:00~20:00  금요일:17:00~20:00  토요일:08:00~11:00,0,1,1,129.0290882,35.38042314
868,2021,경상남도,진주시,중학교,진주중학교,20210324~20211231,430㎥ /1개 코트,"경상남도 진주시 의곡길 15, 진주중학교(상봉동)","기타종목,웨이트트레이닝",월요일:17:30~22:00 화요일:17:30~22:00  수요일:17:30~22:00  목요일:17:30~22:00  금요일:17:30~22:00  토요일:10:00~14:00,0,1,1,128.0805137,35.1995329
891,2022,제주특별자치도,서귀포시,중학교,서귀포여자중학교,20220613~20221231,2000㎥ /1개 코트,"제주특별자치도 서귀포시 일주동로 8820, 서귀포여자중학교(서홍동)","줄넘기,댄스스포츠",월요일:19:30~22:00 화요일:18:30~22:00  수요일:19:30~22:00  목요일:18:30~22:00  금요일:19:30~22:00  토요일:00:00~00:00  일요일:14:00~17:30,0,1,0,126.5465121,33.25584018
897,2022,대전광역시,서구,고등학교,대전제일고등학교,20220412~20221231,244.5㎥ /10개 코트,대전광역시 서구 배재로46번길 77(도마동),기타종목,월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00  토요일:18:00~21:00,0,0,1,127.3723589,36.31337428
898,2022,서울특별시,영등포구,중학교,신길중학교,20220101~20221231,840㎥ /4개 코트,서울특별시 영등포구 신길로28길 43(신길동),"풋살,농구,탁구",월요일:18:00~21:00 화요일:18:00~20:00  수요일:18:00~21:00  목요일:18:00~20:00  금요일:18:00~21:00,0,1,0,126.9154355,37.50203454
904,2022,경상북도,상주시,초등학교,모서초등학교,20220301~20221231,1037㎥ /3개 코트,"경상북도 상주시 모서면 백화로 1387, 모서초등학교",배드민턴,월요일:17:00~22:00 화요일:17:00~22:00  수요일:17:00~22:00  목요일:17:00~22:00  금요일:17:00~22:00  토요일:16:00~22:00,0,0,0,127.9610605,36.34306815
914,2022,경상남도,양산시,초등학교,백동초등학교,20220401~20221231,1852㎥ /4개 코트,"경상남도 양산시 백동길 19-24, 백동초등학교(소주동)",배드민턴,월요일:13:00~19:00 화요일:13:00~19:00  수요일:13:00~19:00  목요일:13:00~19:00  금요일:13:00~19:00  토요일:09:00~19:00  일요일:00:00~00:00,0,1,0,129.1534147,35.40557001
919,2022,강원도,속초시,중학교,청초생활체육관,20220101~20221231,1298㎥ /6개 코트,"강원도 속초시 동해대로 4229, 청초생활체육관(교동)","족구,에어로빅,농구,배드민턴,체조,탁구",월요일:05:00~22:00 화요일:05:00~22:00  수요일:05:00~22:00  목요일:05:00~22:00  금요일:05:00~23:00  토요일:05:00~22:00  일요일:05:00~22:00,2,2,2,128.5770383,38.196627
920,2022,강원도,속초시,중학교,속초시체육회 체조체육관,20220101~20221231,198㎥ /1개 코트,"강원도 속초시 엑스포로 174, 2층(교동)","요가,에어로빅,필라테스,체조",월요일:09:00~15:30 화요일:09:00~15:30  수요일:09:00~15:30  목요일:09:00~15:30  금요일:09:00~15:30,1,1,0,128.5812422,38.19902274
923,2022,충청북도,충주시,초등학교,금가초등학교,20220301~20221231,993㎥ /3개 코트,"충청북도 충주시 금가면 가마골길 16, 금가초등학교","배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00,0,0,0,127.9225068,37.0442277
925,2022,충청남도,서산시,중학교,해미중학교,20220307~20221231,7500㎥ /1개 코트,충청남도 서산시 해미면 남문2로 93,기타종목,월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:14:00~18:00  일요일:14:00~18:00,0,2,0,126.5444134,36.71515062
926,2022,전라남도,곡성군,초등학교,옥과초등학교,20220601~20221231,1518㎥ /5개 코트,"전라남도 곡성군 옥과면 대학로 213, 옥과 초등학교",배드민턴,월요일:18:00~22:00 화요일:18:00~22:00   목요일:18:00~22:00  금요일:18:00~22:00  토요일:18:00~22:00,1,1,1,127.1435329,35.27758847
927,2022,경기도,여주시,초등학교,가남초등학교,20220601~20221231,796㎥ /4개 코트,"경기도 여주시 가남읍 태평4길 2, 가남초등학교",배드민턴,월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00,2,2,0,127.5475999,37.20528811
929,2022,전라북도,완주군,초등학교,삼례중앙초등학교,20220301~20221231,157㎥ /2개 코트,"전라북도 완주군 삼례읍 웃삼례길 17-10, 삼례중앙초등학교",육상,월요일:09:00~20:00 화요일:09:00~20:00  수요일:09:00~20:00  목요일:09:00~20:00  금요일:09:00~20:00  토요일:13:00~18:00  일요일:13:00~18:00,1,1,1,127.0815047,35.91953595
931,2022,전라북도,남원시,고등학교,남원성원고등학교,20220301~20221231,1031㎥ /1개 코트,"전라북도 남원시 대복사길 41, 성원고등학교(왕정동)","줄넘기,기타종목,배드민턴",월요일:18:00~21:00 화요일:18:00~21:00  수요일:18:00~21:00  목요일:18:00~21:00  금요일:18:00~21:00  토요일:09:00~12:00,1,1,1,127.3701054,35.41521176
936,2022,전라북도,군산시,초등학교,군산동초,20220301~20221231,674㎥ /10개 코트,"전라북도 군산시 경포천로 153, 2층(경장동)(경장동)",탁구,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:13:00~18:00,2,2,2,126.7267696,35.97252486
938,2022,대전광역시,서구,초등학교,대전둔원초등학교,20220412~20221231,870㎥ /1개 코트,"대전광역시 서구 대덕대로112번길 10, 대전둔원초등학교(갈마동)","배구,배드민턴,씨름",월요일:13:30~21:30 화요일:13:30~21:30  수요일:13:30~21:30  목요일:13:30~21:30  금요일:13:30~21:30,2,1,2,127.3749799,36.34309047
940,2022,전라북도,남원시,초등학교,남원인월초등학교,20220301~20221231,760.2㎥ /1개 코트,"전라북도 남원시 인월면 인월1길 55, 인월초등학교","족구,풋살,배드민턴",월요일:18:00~21:00 화요일:18:00~21:00  수요일:18:00~21:00  목요일:18:00~21:00  금요일:18:00~21:00  토요일:09:00~12:00,1,1,1,127.6018315,35.46409032
942,2022,대전광역시,중구,중학교,대전대성중학교,20220412~20221231,138.2㎥ /1개 코트,대전광역시 중구 목동로 24(목동),기타종목,월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00,1,1,1,127.4085077,36.33332194
943,2022,서울특별시,강서구,초등학교,테스트,20221026~20221026,100㎥ /1개 코트,"서울특별시 강서구 마곡중앙2로 35, ㄴㅇㄹㄴㅁㅇㄹㄴㅁㄹ(마곡동)",농구,,0,0,0,126.8306618,37.55796503
945,2022,대전광역시,유성구,중학교,대전지족중학교,20220412~20221231,712.5㎥ /1개 코트,대전광역시 유성구 노은동로 193(지족동),"풋살,농구",월요일:12:00~20:00 화요일:12:00~20:00  수요일:12:00~20:00  목요일:12:00~20:00  금요일:12:00~20:00  토요일:10:00~12:00,0,1,0,127.3210201,36.37784471
947,2022,대전광역시,서구,초등학교,대전내동초등학교,20220412~20221231,918.3㎥ /4개 코트,대전광역시 서구 동서대로1063번길 13(내동),"피구,배구,배드민턴",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00,1,2,2,127.3790882,36.33110501
949,2022,충청북도,제천시,초등학교,제천화산초등학교(제천공공스포츠클럽),20220601~20221231,10000㎥ /1개 코트,"충청북도 제천시 봉양읍 팔송로 77, 봉양건강축구캠프장",풋살,화요일:16:00~19:00  수요일:16:00~19:00  목요일:16:00~19:00  금요일:16:00~19:00  토요일:10:00~12:00,1,1,1,128.1127024,37.13790773
956,2022,전라남도,신안군,고등학교,신안해양과학고등학교,20220301~20221231,178.7㎥ /4개 코트,"전라남도 신안군 압해읍 구항길 41, 신안해양과학고등학교",배드민턴,월요일:15:00~18:00 화요일:15:00~18:00  수요일:15:00~18:00  목요일:15:00~18:00  금요일:15:00~18:00  토요일:15:00~18:00,2,2,0,126.3145296,34.86192398
960,2022,강원도,속초시,중학교,설악중학교,20220301~20221231,1152㎥ /4개 코트,"강원도 속초시 미시령로 3402, 설악중학교(교동)",족구,월요일:21:00~23:00 화요일:21:00~23:00   목요일:21:00~23:00  금요일:21:00~23:00,1,2,1,128.5790115,38.20550487
967,2022,강원도,양구군,초등학교,죽리초등학교,20220601~20221231,517.6㎥ /2개 코트,"강원도 양구군 국토정중앙면 춘양로 2726, 죽리초등학교",배드민턴,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:13:00~17:00,0,1,0,127.993796,38.07012934
973,2022,대전광역시,동구,중학교,한밭여자중학교,20220412~20221231,576㎥ /3개 코트,대전광역시 동구 동대전로110번길 74-57(대동),기타종목,월요일:15:00~22:00 화요일:15:00~22:00  수요일:15:00~22:00  목요일:15:00~22:00  금요일:15:00~22:00  토요일:09:00~14:00,0,1,0,127.4488209,36.33016869
975,2022,충청남도,계룡시,초등학교,엄사초등학교,20220301~20221231,660㎥ /2개 코트,"충청남도 계룡시 엄사면 번영3길 30, 엄사초등학교","요가,댄스스포츠,배구",월요일:12:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00  토요일:09:00~12:00,0,1,0,127.2371178,36.28670057
978,2022,대전광역시,동구,고등학교,명석고등학교,20220412~20221231,42.68㎥ /2개 코트,대전광역시 동구 우암로 380(가양동),기타종목,월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:00:00~00:00  일요일:00:00~00:00,1,1,0,127.4542453,36.35298746
980,2022,경기도,부천시,초등학교,심곡초등학교,20221001~20221231,1083㎥ /4개 코트,경기도 부천시 장말로 309(심곡동),배드민턴,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:00:00~00:00  일요일:10:00~18:00,0,2,2,126.7769425,37.49185423
981,2022,대전광역시,동구,초등학교,은어송초등학교,20220412~20221231,870㎥ /1개 코트,"대전광역시 동구 대전로 396, 은어송초등학교(대성동)","기타종목,농구",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:00:00~00:00  일요일:00:00~00:00,1,2,1,127.4568262,36.30255035
982,2022,대전광역시,중구,초등학교,대전석교초등학교,20220412~20221224,642.4㎥ /1개 코트,대전광역시 중구 대종로204번길 12(석교동),배구,월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00,1,1,0,127.4461871,36.30864925
983,2022,전라남도,진도군,고등학교,진도고등학교,20221001~20221231,16279㎥ /1개 코트,전라남도 진도군 진도읍 동외4길 117-5,배구,,0,2,2,126.2767812,34.4882597
984,2022,전라남도,영암군,초등학교,대불초등학교,20220929~20221231,1470㎥ /4개 코트,"전라남도 영암군 삼호읍 대불주거6로 41, 대불초등학교","기타종목,배드민턴",월요일:17:00~22:00  수요일:17:00~22:00  목요일:17:00~22:00  금요일:17:00~22:00  토요일:13:00~21:00,0,1,0,126.4606424,34.75709137
986,2022,대전광역시,유성구,중학교,송강중학교,20220412~20221231,758㎥ /4개 코트,대전광역시 유성구 와룡로 122(송강동),배드민턴,월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:10:00~14:00,0,1,0,127.38147,36.43781613
1001,2022,전라남도,나주시,초등학교,나주초등학교,20220301~20221231,928㎥ /4개 코트,"전라남도 나주시 남외1길 16, 나주초등학교(남외동)","뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30  일요일:00:00~00:00,0,0,0,126.7189413,35.02780383
1003,2022,전라남도,나주시,초등학교,영강초등학교,20220301~20221231,680㎥ /4개 코트,"전라남도 나주시 영강길 14, 영강초등학교(삼영동)","에어로빅,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30  일요일:00:00~00:00,0,0,0,126.7125397,35.00697423
1006,2023,전라남도,금영로,초등학교,금천초등학교,20230301~20231231,698㎥ /3개 코트,금천면 금영로 960,"뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30,2,2,2,126.7546329,35.03431139
1007,2023,전라남도,134,초등학교,한아름초등학교,20230301~20231231,1034㎥ /4개 코트,호수로 134,"뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30,2,2,2,127.074617,37.34871188
1009,2023,전라남도,10,중학교,나주중학교,20230301~20231231,1478㎥ /4개 코트,남산길 10,"뉴스포츠**,배드민턴",월요일:19:00~22:30 화요일:19:00~22:30  수요일:19:00~22:30  목요일:19:00~22:30  금요일:19:00~22:30  토요일:19:00~22:30,2,2,2,126.4837714,37.74625724
1011,2023,대전광역시,서구,초등학교,대전느리울초등학교,20230301~20231231,874㎥ /3개 코트,대전 서구 관저로 196,"배드민턴,탁구",월요일:14:00~22:00 화요일:14:00~22:00   목요일:14:00~22:00  금요일:14:00~22:00  토요일:10:00~18:00,1,2,2,127.3442116,36.29886039
1018,2023,대전광역시,11번길,중학교,대전둔원중학교,20230301~20231231,705㎥ /3개 코트,괴정로 11번길 73 (둔원중학교),"뉴스포츠**,피구,기타종목,농구,배구,배드민턴",월요일:14:00~21:00 화요일:14:00~21:00  수요일:14:00~21:00  목요일:14:00~21:00  금요일:14:00~21:00  토요일:09:00~14:00,0,1,0,127.3763589,36.34264087
1032,2023,전라남도,40,초등학교,광양용강초등학교,20230301~20231231,0㎥ /0개 코트,용강1길 40,배드민턴,월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:08:30~13:30  일요일:00:00~00:00,0,0,0,126.9744533,35.90460713
1034,2023,전라남도,무안군,중학교,무안중학교,20230301~20231231,1874㎥ /4개 코트,"전라남도 무안군 일로읍 죽사동길 15-5, 체육관",배드민턴,화요일:14:00~21:30  수요일:14:00~16:00  목요일:14:00~21:30  금요일:18:00~21:30,0,2,0,126.4938789,34.85486278
1036,2023,전라북도,남원시,중학교,남원중학교,20230301~20231231,200㎥ /2개 코트,전라북도 남원시 만인로 41-51,"족구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:09:00~12:00  일요일:00:00~00:00,0,0,0,127.3794518,35.42133278
1038,2023,전라북도,신림면,초등학교,신림초등학교,20230301~20231231,346.5㎥ /1개 코트,고창군 신림면 동법지길 61,"요가,기타종목",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:13:00~17:00,0,1,0,126.7002385,35.4942478
1039,2023,전라북도,심원면,초등학교,심원초등학교,20230301~20231231,275㎥ /1개 코트,고창군 심원면 심원로 229,"요가,기타종목,댄스스포츠,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:13:00~17:00,0,1,0,126.5523871,35.52570839
1042,2023,전라북도,,초등학교,중앙초등학교,20230301~20231231,789.0㎥ /1개 코트,전북진안군진안읍학천변길37-6,"뉴스포츠**,기타종목,배구,배드민턴",월요일:18:30~21:30 화요일:18:30~21:30  수요일:18:00~21:30  목요일:18:30~21:00  금요일:18:30~21:30  토요일:00:00~00:00  일요일:00:00~00:00,0,1,1,127.4366666,35.79572133
1047,2023,대전광역시,중구,초등학교,대흥초등학교,20230320~20231231,1173㎥ /4개 코트,대전광역시 중구 수도산로 12,"배구,펜싱",월요일:17:00~21:00 화요일:17:00~21:30  수요일:17:00~21:00  목요일:17:00~21:00  금요일:17:00~21:00  토요일:09:00~15:00  일요일:00:00~00:00,1,2,5,127.4259191,36.31972395
1051,2023,대전광역시,유성구,초등학교,대전 송강초등학교,20230320~20231231,1137㎥ /1개 코트,대전시 유성구 송강로 42번길 6,농구,월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:00:00~00:00,0,1,0,127.3835258,36.4338419
1053,2023,경상북도,경주시,고등학교,근화여자고등학교,20230801~20231231,947㎥ /12개 코트,경상북도 경주시 승삼2길 55,탁구,월요일:09:00~18:00 화요일:13:00~22:00   목요일:13:00~22:00  금요일:13:00~22:00  토요일:14:00~18:00  일요일:14:00~18:00,1,1,1,129.2273172,35.87058466
1054,2023,경상남도,170,초등학교,거제양지초등학교,20230801~20231231,465㎥ /1개 코트,장평1로 170 양지초등학,"풋살,기타종목",월요일:08:00~18:00 화요일:08:00~18:00  수요일:08:00~18:00  목요일:08:00~18:00  금요일:08:00~18:00  토요일:09:00~13:00  일요일:09:00~13:00,0,1,1,128.6023508,34.8912453
1058,2023,전라북도,181,초등학교,군산동초등학교,20230301~20231231,905㎥ /10개 코트,번영로 181,탁구,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:13:00~18:00,1,1,1,126.7412762,37.32503674
1062,2023,경상북도,성주군,초등학교,성주초등학교,20230401~20231231,972㎥ /2개 코트,경상북도 성주군 성주읍4길 9,"배드민턴,탁구",월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:10:00~12:00,0,0,0,128.2847469,35.91945837
1064,2023,충청남도,서산,초등학교,서산초등학교,20230301~20231231,1007㎥ /5개 코트,안견로661 서산 시민체육관 내,"배구,배드민턴",월요일:19:00~22:00 화요일:19:00~22:00  수요일:19:00~22:00  목요일:19:00~22:00  금요일:19:00~22:00  토요일:19:00~22:00  일요일:19:00~22:00,0,2,0,126.4355109,36.79844451
1068,2023,대전광역시,대덕구,중학교,대전매봉중학교,20230301~20231231,3844㎥ /4개 코트,대전광역시 대덕구 선비마을로 165,"풋살,배드민턴,펜싱",월요일:14:00~21:00 화요일:15:00~21:00  수요일:14:00~21:30  목요일:14:00~21:00  금요일:15:00~20:30  토요일:09:00~16:00,2,2,2,127.4361517,36.36927451
1069,2023,대전광역시,,고등학교,대전동산고등학교,20230302~20231231,1101㎥ /11개 코트,문화로183,탁구,월요일:13:00~21:00 화요일:13:00~21:00  수요일:13:00~21:00  목요일:13:00~21:00  금요일:13:00~21:00  토요일:13:00~18:00,1,2,1,126.6640252,36.60379184
1071,2023,대전광역시,중구,초등학교,대전대신초등학교,20230301~20231231,310㎥ /3개 코트,대전광역시 중구 솔밭로16번길 17,"배구,배드민턴",월요일:10:00~22:00 화요일:13:00~21:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00,0,1,0,127.4209326,36.31562837
1080,2023,전라북도,남원시,중학교,인월중학교,20230301~20231231,200㎥ /2개 코트,전라북도 남원시 인월면 인월장터로 48,기타종목,월요일:13:00~22:00 화요일:13:00~22:00  수요일:13:00~22:00  목요일:13:00~22:00  금요일:13:00~22:00  토요일:09:00~13:00  일요일:00:00~00:00,0,0,0,127.6027246,35.46495661
1085,2023,경상남도,창녕군,중학교,남지여자중학교,20230301~20231231,1778㎥ /4개 코트,"경상남도 창녕군 남지읍 낙동로 403-14, 남지여자중학교","요가,배드민턴",월요일:18:00~22:00 화요일:18:00~22:00   목요일:18:00~22:00   토요일:18:00~22:00  일요일:18:00~22:00,1,2,1,128.4686297,35.38824553
1089,2023,대전광역시,동구,고등학교,대전보문고등학교,20230320~20231231,2500㎥ /1개 코트,대전광역시 동구 우암로 57,"농구,배드민턴,탁구",월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00  토요일:00:00~00:00  일요일:00:00~00:00,0,0,0,127.4241257,36.33697696
1091,2023,대전광역시,대덕구,중학교,대전경덕중학교,20230320~20231231,3.06㎥ /6개 코트,"대전광역시 대덕구 동산초교로63번길 12 (오정동, 경덕중학교)",펜싱,월요일:13:30~21:30 화요일:13:30~21:30  수요일:13:30~21:30  목요일:13:30~21:30  금요일:13:30~21:30  토요일:09:00~12:00,1,1,1,127.4230626,36.3498313
1093,2023,경상북도,영주시,초등학교,동부초,20230301~20231231,1064㎥ /4개 코트,"경상북도 영주시 남간로25번길 46, 동부초(휴천동)",배드민턴,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:09:00~13:00,0,2,1,128.631397,36.82123423
1094,2023,전라남도,강진군,고등학교,병영상업고등학교,20230301~20231231,907㎥ /4개 코트,전라남도 강진군 병영면 하멜로 372,"배드민턴,체조",월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:18:00~22:00,0,2,0,126.8136053,34.71314245
1096,2023,경상북도,영주시,초등학교,서부초,20230301~20231231,995㎥ /3개 코트,"경상북도 영주시 신재로 12, 서부초(가흥동)",배드민턴,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00  토요일:09:00~13:00,0,2,0,128.6122128,36.8320289
1104,2023,전라남도,노안로,초등학교,노안초등학교,20230301~20231231,264㎥ /2개 코트,노안면 노안로 165,"뉴스포츠**,배드민턴",월요일:10:00~15:00 화요일:10:00~15:00  수요일:10:00~15:00  목요일:10:00~15:00  금요일:10:00~15:00  토요일:12:00~15:00,0,1,1,126.7183105,35.08058678
1105,2023,전라남도,32,중학교,영산중학교,20230301~20231231,495㎥ /4개 코트,영강길 32,"뉴스포츠**,풋살",월요일:10:00~15:00 화요일:10:00~15:00  수요일:10:00~15:00  목요일:10:00~15:00  금요일:10:00~15:00  토요일:12:00~15:00,0,1,1,126.7139419,35.00894093
1106,2023,충청북도,성주길,고등학교,보은정보고등학교,20230302~20231231,2218㎥ /4개 코트,보은읍 성주길 27,"뉴스포츠**,풋살,배드민턴",월요일:18:00~22:00 화요일:14:30~21:00  수요일:18:00~22:00  목요일:14:30~21:00  금요일:18:00~22:00  토요일:10:00~12:00  일요일:10:00~12:00,2,2,2,127.7352841,36.49099891
1112,2023,제주특별자치도,제주시,초등학교,오라초등학교,20230327~20231231,589.1㎥ /3개 코트,제주특별자치도 제주시 연사길 48,탁구,월요일:18:00~22:00 화요일:18:00~22:00  수요일:18:00~22:00  목요일:18:00~22:00  금요일:18:00~22:00   일요일:16:00~22:00,0,2,0,126.5138529,33.48926553
1113,2023,강원도,금학로,초등학교,동송초등학교,20230503~20231231,1㎥ /1개 코트,동송읍 금학로 187번길 16-13,배드민턴,월요일:13:30~22:30 화요일:13:30~22:30  수요일:13:30~22:30  목요일:13:30~22:30  금요일:13:30~22:30  토요일:19:30~22:30  일요일:19:30~22:30,0,0,0,127.216704,38.20391464
1115,2023,강원도,율문길,중학교,춘성중학교,20230501~20231231,493.6㎥ /3개 코트,신북읍 율문길 95-8 춘성중학교,"요가,배드민턴",월요일:14:00~21:30 화요일:14:00~21:30  수요일:14:00~21:30  목요일:14:00~21:30  금요일:14:00~21:30  토요일:13:00~18:00,0,1,0,127.7483115,37.92518415
1116,2023,대전광역시,43,초등학교,대전동화초등학교,20230301~20231231,1260㎥ /4개 코트,관평2로 43,배드민턴,월요일:14:00~22:00 화요일:14:00~22:00  수요일:14:00~22:00  목요일:14:00~22:00  금요일:14:00~22:00,2,2,0,127.3891448,36.42274996
1117,2023,대전광역시,동구,고등학교,대전생활과학고등학교,20230301~20231231,100㎥ /6개 코트,대전 동구 용전동 27-33 2층,펜싱,월요일:09:30~17:30 화요일:09:30~17:30  수요일:09:30~17:30  목요일:09:30~17:30  금요일:09:30~17:30,1,1,1,127.4322741,36.3560768
1119,2023,대전광역시,목동로,중학교,대전대성중학교,20230301~20231231,12㎥ /1개 코트,중구 목동로 23,기타종목,월요일:13:30~21:00 화요일:13:30~21:00  수요일:13:30~21:00  목요일:13:30~21:00  금요일:13:30~21:00  토요일:09:00~15:00,1,2,1,127.4070779,36.331971
1120,2023,대구광역시,통학로217,중학교,대구대평중학교,20230301~20231231,1000㎥ /5개 코트,서구 통학로217,"줄넘기,배드민턴",월요일:18:30~21:30 화요일:18:30~21:30  수요일:18:30~21:30  목요일:18:30~21:30  금요일:18:30~21:30  토요일:13:30~17:30,2,2,2,128.5623308,35.88026893
