FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
GNU스포츠콤플렉스,48,경남,48170,진주시,557724798,4.81702E+11,경상남도 진주시 진주대로 501경상국립대학교 GNU스포츠콤플렉스 1층 운영팀(가좌동),128.0985941,35.1538877,라라545844
GPS특수체육센터,47,경북,47190,구미시,544577679,4.71903E+11,경상북도 구미시 백산로 2112층 GPS특수체육센터(송정동),128.3508062,36.1138934,라마765911
GP유도멀티짐,41,경기,41210,광명시,28993093,4.12103E+11,경기도 광명시 오리로 366지층(소하동),126.8796879,37.4350351,다사451375
GT거호 합기도 해동검도,41,경기,41630,양주시,,4.16303E+11,경기도 양주시 고읍남로 20401호 GT거호도장(광사동),127.0791293,37.794672,다사629773
GX다이어트짐,46,전남,46230,광양시,617929696,4.62303E+11,전라남도 광양시 광장로 125A동 2층 GX다이어트짐(중동),127.694308,34.9353788,라라177600
GX짱가휘트니스,51,강원,51110,춘천시,332577283,5.11103E+11,강원도 춘천시 동면 춘천로 4554층,127.7553096,37.8928364,라사224881
GYM HUR (짐휴),41,경기,41130,성남시,317141171,4.11353E+11,경기도 성남시 분당구 돌마로 475층 509호 510호(금곡동),127.1072135,37.3503814,다사652280
Gym헤빗,48,경남,48250,김해시,558228844,4.82503E+11,경상남도 김해시 진영읍 본산로 23-1봉화빌딩4층,128.7379802,35.307384,마마125020
HBT복싱클럽,43,충북,43110,청주시,432922212,4.31125E+11,충청북도 청주시 서원구 1순환로1063번길 773층 HBT복싱클럽(분평동),127.485567,36.6100215,다바987457
HHIM 힘 복싱스쿨,41,경기,41570,김포시,319241282,4.15703E+11,경기도 김포시 양촌읍 양곡4로 100-24HHIM 힘 복싱스쿨,126.6200596,37.6560255,다사223622
HJS헬스스튜디오,11,서울,11530,구로구,226156889,1.15303E+11,"서울특별시 구로구 천왕로 106701,702호(천왕동)",126.8385603,37.4860388,다사415431
High Run 빌리어드클럽,41,경기,41220,평택시,,4.12203E+11,경기도 평택시 조개터로 33  2층 (합정동),127.1023425,36.9901635,다바646880
IFC,31,울산,31140,남구,522610077,3.11404E+11,울산광역시 남구 문수로370번길 6201호 IFC(옥동),129.293398,35.5334726,마마625278
ITN평생교육원,26,부산,26410,금정구,515291110,2.64103E+11,부산광역시 금정구 개좌로 141-9ITN평생교육원(금사동),129.1158868,35.2250919,마라470933
J&J 업 댄스학원,48,경남,48820,고성군,,4.88203E+11,경상남도 고성군 고성읍 동외로 215-33층,128.3267399,34.9805558,라라754653
J&J 유도 아카데미,41,경기,41830,양평군,7046568300,4.18304E+11,경기도 양평군 용문면 다문북길 672층,127.5910093,37.4861169,라사080429
JB스포츠클럽,48,경남,48220,통영시,556467147,4.82203E+11,경상남도 통영시 광도면 죽림2로 112층,128.4141207,34.880969,라라835544
JH탁구클럽,41,경기,41590,화성시,,4.15903E+11,경기도 화성시 향남읍 발안로 622층,126.9170154,37.1314497,다사482037
JJ당구클럽,46,전남,46170,나주시,,4.61705E+11,"전라남도 나주시 상야1길 21 B 동 302 호 (킹덤프라자, 빛가람동)",126.7878845,35.0225784,다라350699
JJ댄스스쿨,27,대구,27260,수성구,537819800,2.72603E+11,대구광역시 수성구 용학로 2933층 JJ댄스스쿨(지산동),128.6402111,35.8218652,마마029589
JK태권도스쿨,52,전북,52140,익산시,638579992,5.21403E+11,전라북도 익산시 황등면 황등로 782층,126.9454333,35.9991122,다마500781
JMC줄넘기학원,29,광주,29155,남구,,2.91553E+11,광주광역시 남구 백운로 343층 JMC줄넘기학원(백운동),126.9080704,35.1366971,다라460825
JM휘트니스,44,충남,44130,천안시,416221700,4.41315E+11,충청남도 천안시 동남구 목천읍 삼성5길 46상가동 지하1층 jm휘트니스,127.177208,36.7602899,다바711625
JS운동발달센터,26,부산,26230,부산진구,28075511,2.62303E+11,부산광역시 부산진구 성지로 30-14층(연지동),129.055123,35.1734793,마라416875
JUMPINGKICK 나린태권도장,41,경기,41480,파주시,319437787,4.14803E+11,경기도 파주시 가람로 55로얄프라자 3층 나린태권도(와동동),126.7563224,37.7346326,다사344708
JY태권도,29,광주,29155,남구,626540038,2.91554E+11,광주광역시 남구 중앙로50번안길 15jg 빌딩 2층(서동),126.9054186,35.1430268,다라458832
J스포츠스쿨,26,부산,26530,사상구,246174656,2.65303E+11,부산광역시 사상구 엄궁로 954층 J스포츠스쿨(엄궁동),128.9752635,35.124704,마라344820
K&D브로스유도클럽,41,경기,41460,용인시,312650467,4.14654E+11,경기도 용인시 수지구 성복2로76번길 26-3드림타워 5층 508호 KnD브로스유도클럽(성복동),127.0807766,37.3152915,다사628241
K&J탁구클럽,47,경북,47130,경주시,547457553,4.71303E+11,경상북도 경주시 현곡면 안현로 19-22층,129.2026725,35.8694181,마마537649
K-1 STAR GYM,46,전남,46110,목포시,612856820,4.61103E+11,전라남도 목포시 영산로 635석현빌딩 204호 스타체육관2관(석현동),126.4219804,34.8222075,다라014480
KAFA휘트니스,48,경남,48220,통영시,556434661,4.82203E+11,경상남도 통영시 중앙로 264송림데파트 상가 5층 501호(북신동),128.4291325,34.8540623,라라849514
KG태권짐,41,경기,41220,평택시,316814745,4.12204E+11,경기도 평택시 청북읍 안청로1길 45-15층,126.9113446,37.0159334,다바476909
KIMS태권도장,29,광주,29200,광산구,29545689,2.92004E+11,광주광역시 광산구 산정로6번길 21-131층(산정동),126.80442,35.1676326,다라366860
KL다이어트댄스,48,경남,48250,김해시,,4.82505E+11,경상남도 김해시 삼안로291번길 3-211층  다이어트댄스(삼방동),128.9082336,35.2517599,마라281960
KS(케이에스)휘트니스,29,광주,29170,북구,,2.91703E+11,광주광역시 북구 일곡마을로 417층 KS휘트니스(일곡동),126.896758,35.205117,다라450901
KTC신성태권도,11,서울,11620,관악구,28740337,1.16204E+11,"서울특별시 관악구 서림길 223층, 신성태권도(신림동)",126.9377575,37.4751117,다사502419
KTI새빛태권도,36,세종,36110,세종시,448638612,3.61103E+11,세종특별자치시 새롬중앙로 47세움빌딩601호(새롬동),127.250789,36.4850028,다바776319
KTI태권도,52,전북,52110,전주시,632120509,5.21133E+11,전라북도 전주시 덕진구 추탄로 263층(덕진동2가),127.1094716,35.8429699,다마647607
KTI태권도제주1관,50,제주,50110,제주시,647237325,5.01103E+11,제주특별자치도 제주시 천수로 68202호(일도이동),126.5435374,33.5047918,다다111018
Ktigers삼성태권도,41,경기,41550,안성시,316167777,4.15503E+11,경기도 안성시 공도읍 공도로 132골드일번가 4층 삼성태권도,127.1748973,37.0014237,다바710892
K용인대태권도,11,서울,11410,서대문구,23913376,1.14103E+11,서울특별시 서대문구 홍은중앙로 893층(홍은동),126.9473706,37.5990313,다사512556
K운동발달연구원(주),47,경북,47110,포항시,542468897,4.71135E+11,경상북도 포항시 북구 법원로97번길 24-9K운동발달연구원(주)(장성동),129.3825841,36.0839275,마마695890
L&S아이랑발달지원센터,41,경기,41130,성남시,,4.11334E+11,"경기도 성남시 중원구 원터로17번길 212,3층(하대원동)",127.1420412,37.4287322,다사683366
M 댄스&필라테스 아카데미,47,경북,47230,영천시,543313412,4.72305E+11,경상북도 영천시 야사2길 41엠댄스아카데미(야사동),128.9466799,35.9761317,마마304764
MG골프아카데미,26,부산,26320,북구,513380087,2.63202E+11,부산광역시 북구 만덕대로 865층 MG골프아카데미(덕천동),129.0144589,35.2119587,마라378917
MOL아동청소년발달센터,41,경기,41460,용인시,285103351,4.14633E+11,경기도 용인시 기흥구 강남서로 9602호 MOL아동청소년발달센터(구갈동),127.1266594,37.2721468,다사669193
MPK태권도장,46,전남,46230,광양시,617637982,4.62305E+11,전라남도 광양시 광양읍 서평8길 23초록빌딩4층,127.5794768,34.9813563,라라072651
MSF GYM,11,서울,11590,동작구,220397499,1.15903E+11,서울특별시 동작구 여의대방로 284지하1층(대방동),126.9253788,37.5118087,다사492459
MS스포츠연구센터,44,충남,44130,천안시,,4.41335E+11,충남 천안시 서북구 봉서산샛길64뜨란채@ 주상가동 B102호,127.1194111,36.8057292,다바660675
MS언어앤운동연구센터,44,충남,44130,천안시,,4.41335E+11,충청남도 천안시 서북구 불당1길 49신화팰리스 4층(불당동),127.1079541,36.8041836,다바650674
MTA다한태권도,41,경기,41460,용인시,312818582,4.14634E+11,경기도 용인시 기흥구 구성3로28번길 125층 태권도 (청덕동)(청덕동),127.1517699,37.2946088,다사691217
MTA송암태권도,45,전북,45140,익산시,638344443,4.51405E+11,전라북도 익산시 하나로13길 252층(영등동),126.9786011,35.9603751,다마529738
MTA즐거운태권도,31,울산,31170,동구,522520823,3.11703E+11,울산광역시 동구 꽃바위로 3602층 MTA즐거운태권도(방어동),129.426003,35.4883615,마마747230
MTA태권도,52,전북,52110,전주시,632726003,5.21133E+11,전라북도 전주시 덕진구 가련산로 75층(덕진동2가),127.109858,35.8409459,다마647605
MTA태권도,46,전남,46830,영암군,614613579,4.68303E+11,전라남도 영암군 삼호읍 대불주거로 55-13층 MTA태권도,126.4657218,34.7463662,다라053395
MTA태권도,26,부산,26500,수영구,517515244,2.65003E+11,부산광역시 수영구 수미로 593층 MTA태권도(망미동),129.117189,35.173375,마라472876
MTA태권도(만성점),52,전북,52110,전주시,632112200,5.21133E+11,전라북도 전주시 덕진구 만성중앙로 53-46404호(만성동),127.0783429,35.8429384,다마619607
MTA태권도(무거지점),31,울산,31140,남구,522493022,3.11404E+11,울산광역시 남구 신복로62번길 231층(무거동),129.2555456,35.5516164,마마591298
MTA태권도장,41,경기,41110,수원시,312346501,4.11133E+11,"경기도 수원시 권선구 곡선로 345, 6층 태권도장(곡반정동)",127.0282723,37.2391263,다사581156
MTA태권도장,48,경남,48250,김해시,553453457,4.82503E+11,경상남도 김해시 진영읍 본산로 27-13태영빌딩4층,128.7369295,35.3078358,마마124020
MVP당구장,50,제주,50110,제주시,7040640039,5.01103E+11,제주특별자치도 제주시 연오로 592층(오라삼동),126.5020578,33.4879309,다다072000
MVP당구장,48,경남,48840,남해군,,4.88405E+11,경상남도 남해군 남해읍 화전로78번길 1-1일번가빌딩 3층,127.8943836,34.838427,라라360493
MVP태권도장,47,경북,47190,구미시,544652885,4.71905E+11,경상북도 구미시 상사동로26길 11MVP태권도장(사곡동),128.3605121,36.1007759,라마774896
M피트니스,47,경북,47130,경주시,547745755,4.71303E+11,경상북도 경주시 용담로 92지하1층(황성동),129.2116518,35.8643103,마마545644
M합기도,27,대구,27230,북구,533585955,2.72303E+11,대구광역시 북구 팔달로 1356층 M합기도(노원동3가),128.5649074,35.8895447,라마961664
M핫요가,41,경기,41360,남양주시,315920288,4.13603E+11,경기도 남양주시 진접읍 경복대로 253진접메디컬센터 6층,127.2027807,37.7211991,다사738691
NAC한국에어로빅,43,충북,43110,청주시,432220776,4.31113E+11,충청북도 청주시 상당구 월평로 2242012 4층(용암동),127.5079434,36.6076864,라바007455
NJ댄스스튜디오,41,경기,41410,군포시,7075431102,4.14104E+11,경기도 군포시 산본로323번길 16-303층 NJ댄스스튜디오(산본동),126.931627,37.3601748,다사496291
NJ복싱체육관,48,경남,48120,창원시,,4.81295E+11,"경상남도 창원시 진해구 진해대로913번길 29NJ복싱체육관(자은동, 안성명작빌라)",128.7101226,35.1482763,마라102843
NK번지필라테스,11,서울,11740,강동구,233585890,1.17405E+11,서울특별시 강동구 아리수로93나길 60골드프라자 3층(강일동),127.1751791,37.5722862,다사713525
N요가앤필라테스,28,인천,28237,부평구,325033800,2.82373E+11,인천광역시 부평구 부개로 61-6603호 엔요가앤필라테스(부개동),126.7396102,37.5032882,다사327451
N점핑다이어트클럽,11,서울,11350,노원구,,1.13503E+11,서울특별시 노원구 한글비석로 4153층  N점핑다이어트클럽(상계동),127.0705175,37.6614446,다사621625
OB탁구회관,11,서울,11350,노원구,29317070,1.13503E+11,서울시 노원구 동일로 1370현대프라자 지하 1층,127.0618793,37.6509222,다사613613
P's댄스스튜디오,47,경북,47130,경주시,,4.71305E+11,경상북도 경주시 용담로106번길 153층(황성동),129.2102225,35.8657584,마마544645
PAR골프아카데미,28,인천,28237,부평구,325251555,2.82374E+11,인천광역시 부평구 마장로272번길 54B2 PAR골프아카데미(산곡동),126.7061954,37.5021278,다사298450
PBA당구클럽,48,경남,48170,진주시,557620153,4.81703E+11,경상남도 진주시 범골로54번길 17주연빌딩 6층(충무공동),128.1322878,35.1688287,라라575861
PG스크린 골프 연습장,41,경기,41410,군포시,314381003,4.14103E+11,"경기도 군포시 대야2로 35307호(대야미동, 천봉프라자)",126.9168507,37.3302644,다사483258
PLAY X 엑서사이즈,41,경기,41430,의왕시,314218585,4.14303E+11,경기도 의왕시 계원대학로 34402호(내손동),126.9750837,37.3790546,다사535312
PT연구소,44,충남,44200,아산시,,4.42003E+11,충청남도 아산시 탕정면 탕정면로 84층 PT연구소,127.0579751,36.7985607,다바605668
PT연구소필라테스,44,충남,44200,아산시,,4.42005E+11,충청남도 아산시 신창면 남성길 116-112층 전체,126.9550339,36.7901783,다바513659
QED골프아카데미화순점,46,전남,46790,화순군,23750720,4.67903E+11,전라남도 화순군 화순읍 쌍충로 70화승빌딩 3층 QED골프아카데미,126.9824564,35.0578254,다라528737
ROAD FC 종합격투기,46,전남,46880,장성군,,4.68803E+11,전남 장성군 장성읍 역전로 202지하1층,126.786722,35.3049828,다마351012
Royalfit,47,경북,47190,구미시,544745432,4.71905E+11,경상북도 구미시 인동30길 22층 로얄핏(진평동),128.4298939,36.0952113,라마837890
S.fit 점핑다이어트,30,대전,30170,서구,4241217577,3.01703E+11,대전광역시 서구 관저북로 6402-1호(관저동),127.3375252,36.3021547,다바854116
SBS당구클럽,11,서울,11545,금천구,,1.15454E+11,서울특별시 금천구 시흥대로71길 443층(시흥동),126.8994473,37.4549954,다사468397
SB휘트니스,29,광주,29170,북구,,2.91703E+11,광주 북구 양산로 333층,126.8779029,35.2108192,다라433907
SC운동발달아카데미,46,전남,46910,신안군,286415308,4.69103E+11,"전라남도 신안군 압해읍 압해로 8782층, sc운동발달아카데미",126.3132144,34.8652929,나라915529
SDTA태권도교육관,11,서울,11680,강남구,234110712,1.16804E+11,서울특별시 강남구 양재대로55길 31동성빌딩5층(일원동),127.0870125,37.4929303,다사634438
SFC축구클럽,41,경기,41590,화성시,312357588,4.15903E+11,경기도 화성시 융건로 76-4SFC축구클럽(배양동),126.9872866,37.2179153,다사545133
SK코리아태권도,11,서울,11305,강북구,29820123,1.13053E+11,서울특별시 강북구 솔샘로 184주상가2층 213호SK코리아태권도(미아동),127.012925,37.6199404,다사570579
SLT태권도,11,서울,11260,중랑구,222097778,1.12604E+11,서울특별시 중랑구 면목로57길 433층(면목동),127.0859745,37.584698,다사634540
SM탁구클럽,41,경기,41360,남양주시,,4.13604E+11,경기도 남양주시 와부읍 덕소로97번길 29-1B1 SM탁구클럽,127.2153667,37.5866432,다사748541
SNPE일산역점,41,경기,41280,고양시,29765476,4.12872E+11,경기도 고양시 일산서구 고양대로 6763층(일산동),126.77098,37.6839866,다사357651
